RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
102001,United States,0,188e3,184800,180600,176600,175100,174300,173400,171800,169300,166200,163200,161800,159500,155500,151500,150700,152900,155800,157600,158500,159800,161100,163200,163200,164400,161500,159500,155900,156700,157400,159200,158300,158400,157600,157800,157e3,154800,152200,149300,149e3,149700,150100,149500,148400,148300,148900,148700,148400,148400,149400,151400,153200,155200,156900,157700,159e3,16e4,162300,162900,163e3,163400,165100,167600,169200,171900,174100,174600,174800,174100,174500,173800,174900,175400,175900,176100,176800,178400,180100,181700,182200,182200,182100,183800,185900,188800,190500,192e3,192600,193400,193100,193e3,192200,192300,194e3,195800,197e3,196600,197100,197700,199400,2e5,201500,202100,204200,206400,207700,208700,209300,210100,210300,210400,210700,211500,212300,214500,216100,218800,220300,223800,227200,230800,230300,227700,225200,224300,224400,224200,225200,227e3,227600,230100,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362700,362e3,362400,363800,365900,362100,356600,353600,353300,350700,340500,329e3,324500,322800,324400,324600,329e3,332600,336800,338100,336200,336200,337300,338700,336e3,333600,329800,331100,330800,335e3,337400,341600,349500,353300,355300,350700,349200,348500,349400,349700,349900,352400,352600,353400,354600,353900,353700,352400,353300,355900,355e3,355500,354700,352700,352700,351e3,353600,355600,357200,358700,359e3,357900,358400,359200,360600,360500,360400,361600,362800,362100,362100,361e3,360700,356700,360200,363600,372500,374e3,374800,374300,372e3,374300,374900,379700,381e3,382100,383e3,385200,388200,388800,387800,388200,389700,392100,391500,390900,388800,386600,
753899,"Los Angeles-Long Beach-Anaheim, CA",2,475500,463700,447600,436500,421700,407400,392100,379400,367700,356100,341500,331700,325400,321500,320500,326300,334700,341200,348700,355500,363100,366300,370300,369200,367900,363600,366900,364e3,365600,360400,366700,365300,368400,364600,361e3,358100,355100,355800,352700,348400,347400,345500,345e3,338800,338400,336500,337e3,335600,336600,340900,344400,349e3,356e3,362900,372700,377600,387200,395e3,398300,400800,406e3,420900,433200,442800,447700,450500,452400,454300,456500,456800,453900,455500,457100,461200,464400,464900,467700,468200,470700,474400,476e3,478e3,479700,486500,491400,496200,494500,498200,499500,504200,505100,503400,504100,509800,517200,520400,520200,523400,528200,53e4,529200,530800,532900,531500,530200,527700,530500,525300,529100,53e4,538700,540300,544400,545500,551600,562200,579600,589100,596100,601300,609700,611900,614300,615400,616800,617300,,,,,,
394463,"Chicago, IL",3,257100,254400,239e3,226200,223400,223e3,226800,225300,222700,219100,212400,210800,206800,202800,193900,187600,188e3,191500,194500,196900,198700,198800,198e3,199e3,197100,194300,187e3,186e3,183600,184400,181100,183e3,186700,187900,185500,180900,176600,171900,165e3,163100,165300,169e3,169700,167800,165e3,165700,161500,161300,158600,160200,158500,161300,163100,165600,165100,163900,165e3,163700,164200,162400,162100,162300,165900,172e3,182800,187800,192700,193300,194600,195e3,192400,195100,194e3,193900,191500,193300,196400,200400,204200,204800,203600,200300,200300,201800,204600,206500,205900,204100,202e3,194900,191500,187200,187100,185100,182900,183e3,184500,187200,188300,189200,190400,193300,192900,193900,195400,199600,202400,204400,206200,207100,206400,203800,201e3,199500,198600,200100,203200,206500,211300,216700,226200,228500,226e3,221500,221100,219900,218900,219800,227600,225800,227600,231500
394514,"Dallas-Fort Worth, TX",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199400,200700,201900,202500,202400,202400,204200,205300,206200,207100,208100,209600,212400,214500,217500,218300,219200,22e4,220200,220100,221300,226100,230900,232600,232e3,230300,230900,232200,235600,238e3,239900,241e3,242500,246e3,247900,247500,244700,243400,246200,246800,251100,252400,254700,252900,250800,
394974,"Philadelphia, PA",5,210100,209200,207200,198400,195200,195e3,196600,197100,198100,198e3,197300,196e3,199400,199400,195900,188700,186e3,188800,190700,192400,193500,198300,201100,201500,201600,201500,198300,191600,188700,185900,187600,187800,192300,196e3,200900,201300,197900,192100,184800,181400,180200,181800,180400,179100,179200,183700,185e3,187e3,185400,185400,185400,186700,187e3,187600,182300,182400,184800,194700,197700,195700,191900,191200,191e3,191600,193700,197500,196300,195300,194100,196e3,195600,193300,194300,192800,193e3,191300,191300,192400,192900,194500,193600,193500,192800,189600,189100,191100,195100,195300,193500,192100,192900,193200,193200,191300,193100,197e3,196800,194500,192200,194e3,195800,195800,196300,194200,195200,199900,200600,202e3,199400,200700,202300,201900,201900,199500,197600,196500,195800,200700,201200,199e3,197500,197800,202400,199700,198600,198400,199500,201500,202100,205100,208800,
394692,"Houston, TX",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182400,181700,184500,186100,188600,187600,188300,189100,189900,191e3,191400,192100,193100,192700,192900,189800,189700,188600,191800,192900,195300,193100,193700,194500,198600,201500,202800,205e3,206800,208700,211200,212400,215100,215900,215500,215900,215400,216700,216800,220200,223800,224100,221200,217800,219500,221700,225400,225500,223100,221100,219600,223100,226200,229800,230400,223100,
395209,"Washington, DC",7,357400,347800,332200,317800,312100,309900,302e3,293800,286800,280900,281e3,278100,281600,276100,273300,273300,282200,296200,303400,303100,301200,300900,300600,296700,295300,298700,297600,291800,292e3,285100,294400,291400,305600,305200,303300,300600,287300,279700,271600,273200,285e3,294400,304800,297400,290900,283700,284700,281100,292200,297600,310100,312900,320800,321700,32e4,317600,319300,317500,319e3,315400,324200,327600,338100,341400,346600,347700,344100,340800,339800,34e4,340900,338500,341e3,341400,350900,351100,354500,348100,347e3,345600,347500,350400,349500,349900,356200,357600,357800,349600,347e3,345e3,347300,349300,35e4,345800,346e3,349e3,350200,352200,349700,351e3,349900,352e3,353300,357200,356100,357e3,357400,358100,359900,359500,360400,358900,359100,359300,361800,362500,364600,366500,369200,372400,380300,383600,384300,378300,373900,373600,374900,376100,377600,377500,380700,
394856,"Miami-Fort Lauderdale, FL",8,258800,25e4,236e3,228800,224600,222500,214600,206100,195e3,187100,175300,167900,159e3,151600,141500,137e3,137700,141e3,143e3,142800,143600,145100,146300,147200,147400,145300,143800,141100,137400,131600,126100,127300,130300,130300,123e3,119e3,115500,118900,120200,123500,127300,125800,124300,122700,124300,128e3,130700,134e3,135400,137300,137700,140400,140500,141300,143e3,146e3,149100,153300,157600,161900,160200,160400,162400,166800,169500,171300,173100,174200,176300,177700,180300,179800,180800,180300,181700,184200,187300,187500,187600,188500,192400,196200,196300,198e3,198600,201700,205300,207800,209200,208e3,207700,208200,205400,206200,207400,216800,219e3,222e3,218500,219800,220600,222500,224800,228200,228800,229600,228700,235200,237200,240700,237500,237800,236100,238600,242e3,245300,246200,247e3,251900,259e3,263300,261900,256900,254300,252e3,252300,252e3,257800,261500,264800,262800,
394347,"Atlanta, GA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94700,95500,95900,98e3,97e3,97100,97e3,97200,98200,99500,103100,105400,108e3,109100,113200,116800,121100,123400,126700,128500,132e3,134700,140300,141500,142100,140100,139400,139500,140300,140600,140400,141300,144800,148700,152600,153900,155400,155300,157900,16e4,162500,163300,169700,171900,173300,168400,168300,169200,169900,171100,172700,174700,175e3,174900,174600,174200,173e3,174600,175600,178100,179500,182500,183500,185200,187100,191200,193500,195e3,194e3,192700,191100,191100,192300,192900,194900,198300,204200,206600,208300,206600,205900,202700,199500,199800,201400,204600,206200,209400,
394404,"Boston, MA",10,334500,33e4,322700,320500,319500,319200,317500,316100,310800,305e3,294700,295600,287800,291e3,284900,292300,295200,302300,306100,306800,302900,307900,309300,315200,309100,308800,304600,309e3,314900,322200,322100,321e3,319900,316600,305600,296100,287500,289600,294400,304900,313500,316e3,316600,309300,305100,299300,299e3,299600,303200,304900,307700,314700,321900,321300,318200,318100,321100,320400,308400,307500,308700,321100,321e3,323500,324e3,327700,328100,328900,327900,328900,332800,344900,350800,351500,348200,349800,353500,354300,353200,353700,354200,356700,358200,365800,364400,363800,358700,360500,364700,367800,369300,368800,368e3,369100,369500,370200,367500,370200,370700,376800,377200,378300,380200,381700,382900,384500,386800,393400,394200,395100,393100,394700,396100,396500,399600,404100,409900,411500,41e4,416200,416700,422500,419800,425400,425700,425800,423100,426e3,429600,429200,428900,
395057,"San Francisco, CA",11,597300,554e3,519100,497300,488700,467200,441600,407500,375300,352900,336200,327700,311600,303800,306400,330100,356200,374600,393700,403100,412100,418700,420600,418500,410300,402e3,408200,414100,430500,437e3,443100,435400,424700,416300,410200,402200,392300,383e3,382400,382300,386500,389400,390700,388900,386100,380300,380900,377600,378800,385100,400900,421100,440100,445200,451700,461600,474600,495600,495200,497200,492600,515300,542400,561400,568900,568700,570500,573e3,576200,579800,590600,600300,603800,593600,585500,578200,579900,585800,598300,601e3,595500,584400,580800,588200,603100,613800,617100,614100,613700,623500,626300,626200,622400,637500,647900,647700,632e3,625300,630600,644500,653700,651100,644600,642500,651600,661700,672600,675100,678400,685300,691900,697600,696100,700200,706900,721500,737600,744300,743300,748600,761800,772300,782800,784200,784100,768200,761400,77e4,778300,778500,776500,
395025,"Riverside, CA",12,302800,284400,268300,257700,246600,235500,223800,215900,207100,197300,188700,179200,170800,160100,155200,153100,153500,154700,157500,160900,166300,169e3,174700,174700,175600,172e3,173600,174700,174800,173400,173700,175200,174400,173700,175200,175800,173700,169400,167700,166900,166600,166800,168700,170500,171300,169e3,170100,17e4,172400,173500,175700,177e3,178e3,180200,185600,191300,198600,204600,209500,210600,212900,216100,221900,227800,231200,234900,239400,245400,248300,249700,254400,256900,258200,255400,258800,259700,261300,260700,261900,264600,266400,268800,270900,273700,275500,276e3,275800,276900,278800,282e3,283400,284e3,284400,285700,291600,292600,293900,291900,293900,294700,295900,296400,303e3,303100,304600,299800,301e3,301600,303900,305700,308100,311400,312900,313500,316e3,323400,328200,330400,338700,347900,352700,349700,349300,350300,349700,348e3,351900,354e3,353800,347500,350800,354100
394976,"Phoenix, AZ",13,225700,215e3,205200,199500,194200,187800,179800,171600,162400,151500,142700,133300,126100,117500,112400,113600,118200,123300,125500,126700,129900,129900,131e3,131200,131800,13e4,126900,126400,126200,124200,122400,120800,120100,116100,114800,114300,114e3,111700,108300,109500,110300,111500,113600,115100,120900,121500,117500,111400,109200,113200,118200,122e3,124600,127100,127600,131800,135500,139700,141400,141600,143100,144900,147200,149800,152100,153e3,153900,155400,155e3,156300,156300,157600,157400,157400,157600,157e3,157400,157700,159900,160100,161800,163400,164700,167800,169700,172100,173300,175400,176700,176700,177800,179500,182e3,184900,185900,187300,187900,190700,192400,194200,195e3,197800,199300,201900,204300,205100,207500,208500,211700,211800,213300,214100,217e3,220500,223200,225700,228200,229600,233300,234300,233700,229900,226700,229100,233300,238e3,238900,239600,238600,237500,239400,240500
395078,"Seattle, WA",14,347300,339e3,328500,319700,313400,314800,313500,314700,306300,307700,308400,316300,311500,304500,293600,290700,286400,286500,288900,293500,293200,296700,303300,311700,311700,302800,295400,286900,292400,295700,297400,29e4,285800,290800,290700,293e3,285800,282400,270900,258900,249400,246600,247600,246300,243200,245800,247300,250400,247600,254400,260200,271200,276100,279300,283200,285500,292100,292800,289800,290200,292e3,300100,303400,304600,307400,31e4,314700,314900,313e3,309800,308900,310200,310100,309e3,307200,309500,313300,315700,318400,319200,320500,320800,323500,328500,332400,334900,334700,336100,333900,335800,336400,342500,341900,346100,348800,353100,354700,356200,358700,360200,361300,364600,366e3,369100,372900,376900,381100,381900,385800,389e3,394300,399200,402500,405800,409600,413900,418200,423e3,429200,439600,450400,459700,456e3,448400,439100,436200,435e3,434300,435800,442e3,449600,462800
394865,"Minneapolis-St Paul, MN",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182300,188400,192900,195500,196600,196300,196500,195e3,195200,194600,196400,197400,199100,199600,203400,202700,203900,203600,206900,208500,212400,216700,221100,220400,218200,216900,216900,217800,217700,218600,220300,220900,222600,223100,223900,223300,223e3,223700,225e3,225800,227300,227300,227600,228e3,229200,230700,231500,232300,233600,234600,235900,237e3,238200,239e3,239500,241900,244600,247900,250400,252400,252800,251e3,250300,250100,254200,257100,258700,256900,
395056,"San Diego, CA",16,403600,394700,379800,368300,353100,341e3,330800,320300,308e3,298e3,289800,288800,283900,283e3,281600,290200,298800,308100,314600,320100,325100,329500,326800,328800,329700,336300,335300,331900,331300,330200,336600,336400,337400,335300,327800,323700,320300,323e3,322300,318100,317e3,317500,315500,314900,313100,316500,316600,317500,319100,323900,329100,331e3,334900,338700,346800,352e3,359600,367800,371e3,372600,374200,385400,396900,404900,409700,410400,414200,413400,415900,417900,418700,419400,421600,426e3,429600,429700,432500,435200,437600,439300,438100,436800,443300,448700,453100,448700,449e3,453400,457e3,459400,456900,458200,462800,468400,473e3,472700,473500,476500,479700,480400,478e3,482e3,486200,494100,494100,497e3,498700,505200,509e3,510800,512600,517500,519400,521800,525400,528700,536700,540600,543900,545600,546400,554600,555700,559e3,558100,561300,564900,562800,556800,553200,553200,558100
395121,"St. Louis, MO",17,148500,147500,140300,136e3,136100,137200,137e3,136800,134900,133800,131200,139e3,142200,144300,135800,133e3,131300,131800,132600,135700,136500,135300,135900,139100,143300,141900,138400,134700,133900,132400,132200,130500,130400,129400,130800,134e3,134100,131300,126500,124e3,124900,126600,127200,127e3,127200,126e3,124e3,125500,128500,129800,127900,127e3,128700,130400,132200,131900,129600,128e3,126300,130900,133700,138300,138400,139800,140800,141e3,141600,140900,139700,138200,138300,142600,144300,144500,141200,142500,142900,143800,142400,142200,143500,144800,147100,154200,158100,157600,151e3,148400,149400,150100,149200,149300,148300,149600,149400,150900,150700,151e3,15e4,149800,148300,148100,148200,148900,149100,148700,149300,154700,159200,158900,154700,150300,151500,151300,152800,153600,155500,156100,155600,160800,164600,167200,162e3,157700,156400,157100,154800,153900,153100,156400,158e3,
395148,"Tampa, FL",18,177700,172500,166900,161700,157700,153200,151500,147300,143600,137500,133900,130300,126700,123400,121500,121200,121900,120100,120800,120900,124400,123600,123600,122800,121400,120500,118100,118400,113600,111600,109300,111300,110200,108200,102900,97e3,92500,90600,92100,94700,97600,99e3,99200,99500,98700,99400,99900,100300,100200,100200,103500,105900,109100,110300,111200,111900,115e3,116600,119200,116500,119400,119700,122900,122100,124600,128e3,130100,130300,130300,130700,129800,127400,125400,125600,127800,130700,133400,135100,136400,137800,138200,137900,137300,138100,140400,143e3,144900,145400,145500,144900,146900,148800,151100,153200,156e3,159100,160100,161200,162800,166100,166700,168400,168100,169800,170500,172700,175500,179800,182200,184600,184e3,185800,185600,185200,185500,186500,190300,192800,199100,204900,207300,203800,198200,196700,195800,195700,196300,196800,200100,200700,205200,
394358,"Baltimore, MD",19,231200,231e3,223300,218100,214200,218100,220700,220700,215300,208e3,211200,215800,222e3,222700,216400,211600,204600,210300,211500,216400,214100,219400,218300,219500,214200,207200,199200,194900,191200,191900,186900,192e3,190200,191800,206100,228300,223700,206200,174800,172700,156900,157e3,168600,185e3,203700,209e3,220100,222800,222200,224200,221200,222800,216500,216e3,217400,226600,232100,229700,228800,227100,224600,223100,222e3,227e3,230300,232500,229400,223900,221400,224100,229e3,230700,233100,230100,230700,230200,229700,232100,233e3,236200,235e3,235100,232700,230700,228500,228100,228e3,230700,234700,232600,231300,227700,230200,230900,231400,238800,240100,245400,240600,241400,239700,239900,239800,243100,243100,242100,238600,241300,241600,242500,241500,241500,240200,239400,241400,243800,246400,247300,248500,248600,250200,251500,251100,250100,247e3,245400,244200,246300,247800,246200,243500,
394530,"Denver, CO",20,202200,198100,196e3,194e3,196e3,197900,196900,194800,19e4,183300,174e3,171900,173200,180200,184100,190700,195500,202200,203600,206500,205200,206200,203600,206800,206200,207400,204900,204400,208300,210800,214400,213200,212e3,212200,206300,204300,199200,199500,198600,200200,200700,202800,203300,205300,205800,206100,207500,204600,204900,208800,216500,223900,227600,232300,235400,237400,237600,235400,234200,235700,238300,242200,242900,245500,247100,249200,251300,253e3,252800,252100,251200,251700,252300,254e3,255300,257600,26e4,262300,264500,264700,268800,270700,276700,279900,285800,288500,291e3,292100,291100,292900,294600,299400,302500,305800,309e3,316800,321300,323400,322900,324400,328600,329900,332700,334400,337e3,34e4,342300,348500,349800,353500,351500,355400,355700,358900,361400,367200,369200,375300,379400,393400,397100,402700,399600,398300,393700,392400,392500,395500,394900,395800,396900,
394982,"Pittsburgh, PA",21,96300,95800,96700,96200,99800,100100,98400,95200,94600,91200,88400,86800,89500,90900,94100,97700,103300,105300,106700,106800,108100,107400,106300,104800,105900,107800,109600,109500,107e3,105900,105500,107800,108e3,107300,107600,103600,104700,100700,105500,105600,110600,111100,112e3,111300,111300,109600,109800,111700,112400,115200,115400,118300,118300,117600,119100,118800,119800,118400,119e3,118500,119e3,118e3,119700,120600,122100,122200,122100,121100,120100,119e3,118400,119600,120300,122e3,121500,122800,122700,124700,125400,127100,126100,127600,128100,131500,132400,130700,127800,126800,129100,130200,130700,129200,129300,129600,131300,132200,131100,131600,131300,132300,131900,131100,130700,130600,132400,133100,135700,136e3,138400,137700,138700,138400,138100,137900,137700,139800,142100,139500,137200,135900,142600,142300,141400,139300,141600,141700,142300,141800,143800,142800,,
394998,"Portland, OR",22,279600,271200,267700,264300,264700,263e3,258e3,256800,253700,254200,254e3,256300,252900,245e3,236200,234100,232600,234100,232900,233400,230900,233100,237200,239300,238900,234900,230800,227e3,227900,232400,235200,232500,230500,229500,228900,223600,214800,207900,204900,205600,207100,208500,211e3,211900,215900,214300,212700,208600,207900,209700,213600,22e4,224700,228400,230900,233200,234700,237100,243200,244e3,247600,245100,249300,248500,253400,255e3,258100,259e3,260500,259800,259100,263e3,265200,265700,263300,263600,266e3,266900,268500,269600,271600,273e3,275200,275800,276700,277600,279300,283300,285500,287800,287700,288300,290100,295100,300400,303700,306700,309700,313600,316600,315800,317300,319600,324700,327800,329800,336800,340700,342600,341700,342400,344500,345100,348200,350800,354700,355400,358e3,367600,375500,378900,374500,373e3,375500,373800,374300,372400,376800,378800,382600,384600,388900
394458,"Charlotte, NC",23,156700,153400,150100,148800,148600,148700,149700,150200,149300,149e3,147100,149400,149e3,149500,146300,147200,148800,150200,150100,150200,149800,147700,150500,151900,152500,148200,146300,147700,149800,151e3,150700,150700,151500,152500,157300,157200,154200,148e3,146800,153600,154800,156800,148900,149200,143500,146900,147100,152300,153900,154400,156800,161e3,162500,162100,158200,156e3,153900,154e3,156800,160100,161700,162500,164e3,164200,165500,166e3,167100,167200,167100,168700,169300,168900,169300,169600,170300,170300,171300,172300,172900,171500,170300,170900,173600,177900,179200,182100,182200,182400,179700,179100,180300,181400,182800,182500,184900,185400,185700,185e3,185700,188e3,188500,190400,190300,191200,190400,187400,186900,183300,186700,186900,188900,190300,194400,195200,194100,192800,194600,195700,199500,205900,211900,216800,220100,221600,216900,215100,213300,215200,215500,214600,218700,
395045,"Sacramento, CA",24,285700,274e3,255800,241300,231300,228300,223100,217600,209300,201900,195300,189900,186900,185600,185900,188400,193600,197900,201300,204e3,206500,207600,206900,203600,203800,203400,203500,201500,201600,201200,202300,198900,200700,198e3,195800,188900,182800,180100,175300,174600,173400,176e3,177500,176600,178800,179e3,180100,179700,180400,183100,183700,185300,189600,195e3,203800,208300,214600,217700,223400,229900,238200,244300,248700,252600,259900,263700,266900,266600,269e3,271e3,273400,277700,279600,281500,282100,284e3,285800,286900,289500,291600,290600,293600,293400,302600,302600,306800,303500,304700,305700,305700,306200,306100,309300,313600,319300,322900,325400,325500,327e3,328900,331e3,333400,334200,337400,342800,343600,345300,342900,344e3,347200,349200,353800,356700,360600,364600,367400,372500,374700,378200,382900,387500,392400,390400,391500,390900,393e3,395e3,393800,398700,399500,401e3,
395055,"San Antonio, TX",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176500,175300,175700,176300,179200,179100,180600,180700,182900,182400,184e3,183700,185500,185400,185900,185800,185800,187300,185900,186700,187e3,187200,189900,190300,193400,190200,190400,191700,195400,195600,194700,193300,192800,193100,193100,193900,194600,195400,196200,197100,197800,198e3,197800,199400,200300,200200,202100,204100,207100,206500,206600,207400,208600,212100,214100,214100,212300,
394943,"Orlando, FL",26,22e4,214300,205800,203e3,199400,196600,194e3,186500,179400,166200,161700,155400,148600,137600,127400,122200,119200,121200,121200,121800,119400,119800,115e3,114300,109200,109500,108200,110500,109600,104900,100800,99400,99900,97900,96200,92e3,94900,97500,103300,103800,104300,106e3,107600,109400,111400,113100,114300,113200,113900,112500,114700,116500,119300,120400,121600,123400,123600,124100,126100,129800,132900,135800,137400,139500,141e3,146e3,149700,150700,149900,149200,150700,151700,153300,155100,156500,157400,157900,158400,158800,159200,157400,156300,156e3,160400,166200,169600,173100,173800,176700,177200,181400,183600,186900,187200,192900,194e3,196100,193800,195600,199300,201700,205500,204700,207400,205600,207900,209600,214e3,215400,215e3,213400,214800,215600,217800,219400,221700,223100,226400,233400,239400,238200,233100,23e4,229500,228600,229100,230400,234600,234600,238300,239400,
394466,"Cincinnati, OH",27,134e3,130200,124800,125100,123200,123100,121300,121800,119400,114400,11e4,109300,109800,113200,113100,115200,114700,116700,118800,122700,124500,124800,122600,122700,123200,122900,121500,119600,118300,117900,118800,119400,118e3,118300,119400,121600,116900,111600,108100,109200,113500,115600,116300,115e3,114900,115900,116400,114400,112400,112200,114400,117400,118700,119e3,119100,121e3,120800,120500,121200,122500,123900,123400,125100,124800,126800,126700,128100,126800,128e3,128300,127500,127900,128e3,130700,130600,133500,134900,136800,135500,135e3,133500,133700,132300,134400,134300,134900,134600,135300,136200,136800,137100,138500,136900,142700,143100,151100,148800,151600,147400,147200,145700,145800,146700,149300,150700,150700,152800,153400,153800,151600,149500,149900,150700,152300,152500,152500,154800,156400,159e3,163700,164900,165100,160300,157300,154300,155900,158800,163300,164700,165700,166800,
394475,"Cleveland, OH",28,110300,109400,107500,105700,104400,103500,100700,96700,86300,81100,75600,77200,74700,81e3,87200,95500,98500,101900,105300,109400,111500,109600,107400,107400,109e3,108500,109100,109100,106800,104e3,102e3,106300,110200,114300,107900,100400,91900,91e3,91600,97100,99400,101300,98600,97800,93400,94400,93400,94400,92300,95300,99100,1e5,101800,103900,107300,107300,105200,106900,105500,105700,102500,101e3,101600,104300,108700,110300,111e3,110100,110600,109600,109600,107600,110600,113300,116600,116300,117300,119300,118500,118200,116400,118800,118200,114600,112600,110800,115300,115800,117900,117200,117800,116300,113500,113500,112e3,115800,111900,116300,116400,121400,120300,121e3,121200,122400,123100,123700,124900,126900,127e3,127300,126800,125800,124600,122600,123700,127300,130700,132200,132900,135500,136e3,135400,133e3,131800,128600,127600,129700,131600,133800,135100,137e3,
394735,"Kansas City, MO",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158600,159400,161e3,162200,161900,164500,165700,167800,166900,166500,162500,159900,159400,161200,162800,163100,162e3,159600,159500,161800,163700,168400,170900,173800,171300,171200,169800,170800,169300,169900,169200,167900,163700,157400,157700,160700,168200,17e4,171e3,170800,173100,175300,175800,174500,174200,192500,195800,199e3,183500,183900,185200,186e3,188700,186400,189200,191800,199800,219600,222900,220100,201700,195600,194700,192900,194800,197500,201400,204e3,211900,
394775,"Las Vegas, NV",30,247200,241900,234400,228500,219600,209e3,195600,187400,177800,169700,161100,154600,148300,138300,130400,126300,125e3,122300,120300,121500,123700,124500,124700,124500,124900,125700,127700,130300,128400,126900,123200,122500,121e3,119100,118100,117200,115700,114100,112200,112500,111e3,108600,106500,107600,109600,110200,110600,11e4,111100,112900,115700,120700,123e3,124900,125300,128900,133400,136900,139600,141600,145200,149e3,152500,158500,162100,165200,164100,165e3,166700,168700,169600,171600,174e3,175800,175700,169900,169800,172300,18e4,182400,183e3,184500,185500,191100,190900,192100,188500,189800,191600,193600,194900,194100,195100,195300,199600,203600,205200,203900,202200,204300,205400,205100,203600,205600,208800,210300,212300,214500,219800,221200,223600,229600,233700,234200,232800,235400,238600,241600,245300,251200,259e3,263800,271100,278700,280900,28e4,277900,282200,285700,287300,286600,285e3
394492,"Columbus, OH",31,138200,135900,136600,136300,134800,132700,131200,129900,126400,122900,124400,124e3,122700,120300,121e3,123700,127100,131300,134600,136800,137400,133900,129700,131400,133400,134500,130700,131e3,126e3,123400,119500,122400,123600,132200,134500,129300,120100,116600,117800,119500,121300,126e3,124500,122200,123200,127100,127500,120300,116200,119400,126700,131800,135500,136100,136400,133600,133500,133900,135700,134600,132900,131200,134e3,138900,144100,145800,145200,143700,158400,159300,159400,146900,149400,152200,151400,152e3,152e3,154400,154400,155500,155700,157700,155200,164700,163400,165700,160700,161900,162400,159300,158800,156700,154500,150800,152200,156e3,161400,163100,162100,16e4,160300,160300,163700,166e3,169300,168600,170800,169800,170700,170200,171200,171400,171500,171300,172700,174700,177300,181100,183200,185e3,182700,179400,175500,177100,178700,182200,181900,184400,186700,188500,189e3,
394705,"Indianapolis, IN",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129400,128500,134100,139900,145e3,145400,145e3,144500,145500,147500,150700,153900,156700,154100,150800,147e3,148300,132100,122100,109100,115200,116400,121600,124600,127600,134800,139300,143400,140300,140700,14e4,141300,141200,144300,147800,149300,147600,146500,143600,145100,142900,144300,145600,146700,147900,146200,145900,148200,150300,151900,153400,153800,154500,156e3,159400,161400,162500,160700,161e3,159600,161e3,160900,160300,159200,159e3,160700,16e4,163200,166400,170700,170300,17e4,169900,172600,172800,174800,174e3,176900,
